descricao_transacao,valor_transacao,categoria
Assinatura mensal - Spotify (cobrança automática),33.52,Lazer
Despesa - Tesouro Direto - Aplicação (compra do mês),447.72,Investimentos
Compra em Escola Municipal Monteiro Lobato (unidade próxima),1581.82,Educação
Transação - Casas Bahia (parcelado em 6x),544.53,Compras
Consumo em Supermercado São Vicente (pedido via app),120.93,Alimentação
Compra em Escola Municipal Monteiro Lobato (via cartão),2208.2,Educação
Consumo em Boteco da Esquina,401.56,Lazer
Pagamento de fatura - Restaurante Self-Service,139.67,Alimentação
Depósito de salário,3803.4,Receitas
Cobrança recorrente - Bluefit (cobrança automática),124.21,Saúde
Cobrança recorrente - Amazon Prime Video (plano mensal),15.86,Lazer
Serviço prestado - iFood (compra do mês),49.15,Alimentação
Transação - Metrô (pedido via app),229.7,Transporte
Assinatura mensal - Microsoft 365 (renovação do plano),88.15,Serviços
Transação - Boteco da Esquina (uso pessoal),1496.66,Lazer
Débito - Carrefour (via cartão),875.7,Alimentação
Transação - Açougue Boi Gordo,618.11,Alimentação
Serviço prestado - UCI Cinemas (loja shopping),358.86,Lazer
Serviço prestado - Starbucks (loja shopping),365.05,Alimentação
Serviço prestado - Zona Azul (pedido via app),90.96,Transporte
Pagamento de décimo terceiro salário,6166.92,Receitas
Pagamento de fatura - Comgás (uso pessoal),1243.99,Moradia
Pagamento de fatura - Mercado Livre (via cartão),995.16,Compras
Rendimento de investimento - Tesouro Direto,2319.18,Receitas
Venda online - Marketplace,3133.83,Receitas
Consumo em Hotmart - Curso Online (unidade centro),1625.82,Educação
Pagamento - Pub Cervejaria Artesanal (unidade centro),1210.95,Lazer
Pagamento de salário - Janeiro,3889.68,Receitas
Pagamento de fatura - XP Investimentos - Aporte (loja shopping),3784.63,Investimentos
Depósito de salário,3685.22,Receitas
Transação - Imobiliária Lopes - Aluguel (via cartão),2153.32,Moradia
Pagamento - Oficina Mecânica Silva (loja shopping),139.54,Transporte
Pagamento - Cafeteria do Bairro (via cartão),801.2,Alimentação
Pagamento de fatura - Uber Eats (via cartão),482.12,Alimentação
Transação - Fast Shop (unidade próxima),1171.81,Compras
Salário mensal - Vendedor,3748.49,Receitas
Venda de produto usado,3299.03,Receitas
Compra em Subway (uso pessoal),380.1,Alimentação
Despesa - McDonald's (loja shopping),756.0,Alimentação
Consumo em Carrefour (unidade próxima),133.23,Alimentação
Consumo em Comgás (unidade próxima),149.12,Moradia
Compra em Salão de Beleza Charme (unidade centro),293.14,Serviços
Pagamento de fatura - Zona Azul (compra à vista),441.03,Transporte
Consumo em Studio de Manicure Nail Art (loja shopping),172.41,Serviços
Compra online - NuInvest - Aporte (uso pessoal),4000.56,Investimentos
Serviço prestado - Extra (uso pessoal),730.05,Alimentação
Pagamento de conta - Fast Shop (unidade centro),260.73,Compras
Transação - Taxa Bancária (unidade próxima),621.04,Outros
Transação - Posto Ale (compra à vista),203.47,Transporte
Pagamento de salário - Agosto,2656.2,Receitas
Transação - Amazon (unidade centro),2063.27,Compras
Pagamento de conta - Kinoplex (unidade próxima),1419.98,Lazer
Pagamento - Padaria Estrela (loja shopping),130.06,Alimentação
Pagamento de conta - Ônibus Urbano (pedido via app),50.3,Transporte
Transação - Burger King (loja shopping),820.62,Alimentação
Compra em Fundo Imobiliário - Aporte (uso pessoal),1720.03,Investimentos
Pagamento de conta - Enel (compra à vista),788.67,Moradia
Pagamento - Uber (unidade próxima),22.41,Transporte
Rendimento de investimento - Tesouro Direto,383.08,Receitas
Bonificação por desempenho,7304.08,Receitas
Despesa - Studio de Manicure Nail Art (compra do mês),145.12,Serviços
Compra em Clínica Médica Bem Estar (loja shopping),1796.46,Saúde
Consumo em Fast Shop (unidade próxima),2278.9,Compras
Transação - Papelaria Central (loja shopping),1200.62,Educação
Mensalidade - HBO Max (via cartão cadastrado),34.56,Lazer
Consumo em Posto BR Mania (compra à vista),340.7,Transporte
Depósito de salário,2688.46,Receitas
Pagamento - Subway (compra à vista),217.58,Alimentação
Débito - IPVA (compra do mês),3129.88,Impostos
Serviço prestado - Padaria e Confeitaria Doce Vida (uso pessoal),696.95,Alimentação
Renovação de assinatura - Oi (via cartão cadastrado),40.75,Serviços
Pagamento - Studio de Manicure Nail Art (loja shopping),455.94,Serviços
Despesa - Coffee Lab (pedido via app),718.21,Alimentação
Rendimento de investimento - Tesouro Direto,3578.89,Receitas
Pagamento - QuintoAndar - Aluguel (compra à vista),4054.85,Moradia
Dividendos - Ações B3,4763.53,Receitas
Transação - Kabum (unidade próxima),1535.78,Compras
Serviço prestado - QuintoAndar - Aluguel (unidade centro),3387.79,Moradia
Depósito de salário,2885.78,Receitas
Depósito de salário,2647.06,Receitas
Serviço prestado - Kabum (compra do mês),1921.44,Compras
Compra online - Açougue Boi Gordo (compra à vista),214.5,Alimentação
Transação - Copasa (loja shopping),4337.01,Moradia
Dividendos - Ações B3,539.52,Receitas
Pagamento de fatura - iFood (loja shopping),633.67,Alimentação
Pagamento de fatura - Papelaria Central (unidade centro),43.35,Educação
Pagamento de fatura - Açougue Boi Gordo (uso pessoal),118.36,Alimentação
Compra em Imobiliária Lopes - Aluguel (compra à vista),5061.8,Moradia
Compra online - Rappi (unidade próxima),549.24,Alimentação
Transação - Coffee Lab,190.63,Alimentação
Pagamento - Oficina Mecânica Silva,314.52,Transporte
Pagamento de salário - Abril,2656.51,Receitas
Serviço prestado - Açougue Boi Gordo,799.32,Alimentação
Consumo em Churrascaria Boi na Brasa (via cartão),654.76,Alimentação
Recebimento de dividendos,941.31,Receitas
Transação - Shell (via cartão),219.38,Transporte
Consumo em Kabum (compra à vista),2114.62,Compras
Pagamento de fatura - Correios (unidade centro),434.26,Serviços
Transação - Shell (pedido via app),385.67,Transporte
Despesa - Bob's (unidade próxima),721.91,Alimentação
Pagamento - Metrô (loja shopping),73.3,Transporte
Bônus anual da empresa,708.76,Receitas
Salário mensal - Motorista,2789.15,Receitas
Assinatura mensal - Oi (cobrança automática),97.73,Serviços
Transação - Uber,66.94,Transporte
Venda online - Marketplace,1134.24,Receitas
Pagamento de conta - IPTU (compra do mês),4546.39,Impostos
Pagamento de conta - Kinoplex (pedido via app),132.65,Lazer
Pagamento de fatura - Leroy Merlin (compra do mês),3358.69,Moradia
Serviço prestado - Clínica Vida Saudável (pedido via app),599.06,Saúde
Bonificação por desempenho,5333.29,Receitas
Compra online - Restaurante Cantina Italiana (compra à vista),112.5,Alimentação
Consumo em Açougue Central (compra à vista),742.48,Alimentação
Débito - Cedae (compra à vista),1059.69,Moradia
Consumo em UCI Cinemas (pedido via app),1977.03,Lazer
Despesa - Casas Bahia (loja shopping),1123.26,Compras
Depósito de salário,3319.91,Receitas
Transação - Dia Supermercados (compra do mês),553.96,Alimentação
Consumo em Posto Ale (loja shopping),146.85,Transporte
Pagamento de conta - Riachuelo (parcelado em 4x),1309.43,Compras
Pagamento de salário - Outubro,3265.57,Receitas
Compra online - Hospital São Lucas (parcelado em 6x),972.54,Saúde
Assinatura mensal - Universidade UNIP (fatura do mês),887.44,Educação
Restituição de Imposto de Renda,1307.78,Receitas
Serviço prestado - Cinemark (parcelado em 9x),530.98,Lazer
Pagamento - Enel (unidade centro),2360.4,Moradia
Compra online - Starbucks,897.04,Alimentação
Serviço prestado - Clínica Vida Saudável (unidade centro),1335.95,Saúde
Transação - Papelaria Central (parcelado em 4x),388.02,Educação
Cobrança recorrente - Porto Seguro (fatura do mês),162.58,Serviços
PIX - recebimento,2256.91,Receitas
Renovação de assinatura - SulAmérica Saúde,1077.96,Saúde
Cobrança recorrente - TIM (via cartão cadastrado),111.22,Serviços
Débito - Kabum (parcelado em 12x),2202.7,Compras
Assinatura mensal - SulAmérica Seguros,490.03,Serviços
Pagamento - IPVA (loja shopping),3758.37,Impostos
Pagamento de conta - Restaurante Sabor Caseiro (loja shopping),596.58,Alimentação
Compra online - Centauro (via cartão),750.76,Compras
Despesa - Uber Eats (uso pessoal),470.81,Alimentação
Débito - Uber Eats (loja shopping),141.95,Alimentação
Pagamento - Sushi House (pedido via app),178.79,Alimentação
Pagamento de conta - Sabesp,299.86,Moradia
Débito - Zona Azul (unidade centro),285.35,Transporte
Mensalidade - Bluefit (fatura do mês),194.37,Saúde
Pagamento de fatura - Estacionamento Multipark (loja shopping),176.63,Transporte
Pagamento - Padaria Estrela (pedido via app),410.51,Alimentação
Pagamento de fatura - Kabum (unidade centro),687.72,Compras
Débito - iFood,156.87,Alimentação
Compra online - Correios (via cartão),350.56,Serviços
Pagamento de fatura - Kabum (parcelado em 6x),1013.26,Compras
Pagamento de conta - Clínica Médica Bem Estar (unidade próxima),1149.91,Saúde
Débito - Oficina Mecânica Silva (compra do mês),274.46,Transporte
Pagamento de fatura - Pub Cervejaria Artesanal (unidade centro),1259.54,Lazer
Consumo em Rappi (uso pessoal),665.93,Alimentação
Pagamento de fatura - C&A (unidade centro),327.09,Compras
Pagamento de fatura - Fast Shop (via cartão),2216.66,Compras
Pagamento de conta - Pague Menos (unidade centro),48.87,Saúde
Compra online - Pague Menos (pedido via app),257.8,Saúde
Débito - QuintoAndar - Aluguel (compra à vista),1629.53,Moradia
Compra em Carrefour (compra do mês),344.05,Alimentação
Serviço prestado - IPTU (compra do mês),3376.49,Impostos
Depósito de salário,3284.57,Receitas
Depósito de salário,3151.83,Receitas
Pagamento de conta - Vivo Fibra (loja shopping),4488.78,Moradia
Pagamento de salário - Julho,5470.15,Receitas
Despesa - Sabesp (unidade próxima),1168.13,Moradia
Despesa - C&A (pedido via app),997.81,Compras
Compra em Taxa de Condomínio,4422.52,Moradia
Assinatura mensal - Amazon Prime Video,16.29,Lazer
Transação - Correios (pedido via app),349.49,Serviços
Pagamento de salário - Agosto,5345.77,Receitas
Aluguel recebido - imóvel próprio,1551.9,Receitas
Compra online - Imposto de Renda - DARF,3171.45,Impostos
Pagamento de conta - Zona Azul (pedido via app),441.16,Transporte
Pagamento - 99 (uso pessoal),36.58,Transporte
Débito - QuintoAndar - Aluguel (loja shopping),1279.2,Moradia
Pagamento de fatura - Auto Center Roda Viva (pedido via app),25.35,Transporte
Pagamento - Correios (compra do mês),442.57,Serviços
Pagamento - Sabesp (compra do mês),943.62,Moradia
Serviço prestado - Cartório Central (loja shopping),515.62,Outros
Pagamento - Salão de Beleza Charme (loja shopping),408.49,Serviços
Débito - Kabum (loja shopping),328.42,Compras
Dividendos - Ações B3,841.0,Receitas
Renovação de assinatura - Colégio Anglo,1245.65,Educação
Renovação de assinatura - HBO Max (cobrança automática),28.9,Lazer
Compra online - Borracharia Central (pedido via app),274.57,Transporte
Pagamento de fatura - Americanas (pedido via app),775.26,Compras
Serviço prestado - Taxa Municipal (loja shopping),3730.03,Impostos
Serviço prestado - Cartório Central (compra do mês),238.66,Outros
Serviço prestado - AliExpress (unidade centro),1717.66,Compras
Consumo em Cedae (pedido via app),2632.54,Moradia
Compra em iFood (compra à vista),813.9,Alimentação
Consumo em Kabum (compra à vista),286.65,Compras
Pagamento de conta - Starbucks (unidade centro),855.39,Alimentação
Pagamento - Dia Supermercados (via cartão),362.09,Alimentação
Compra online - Açougue Central (via cartão),707.76,Alimentação
Despesa - Borracharia Central (compra do mês),188.04,Transporte
13º salário - segunda parcela,9245.62,Receitas
Compra em Clínica Odontológica Sorriso (pedido via app),703.58,Saúde
Despesa - Riachuelo,1851.82,Compras
Despesa - Kabum,1186.35,Compras
Pagamento de salário - Abril,5489.54,Receitas
Pagamento - Oficina Mecânica Silva (compra do mês),287.73,Transporte
Débito - CDB Banco Inter (uso pessoal),3328.36,Investimentos
Consumo em Copasa (loja shopping),4673.35,Moradia
Depósito de salário,5598.15,Receitas
Pagamento de conta - Padaria Pão Quente (loja shopping),255.1,Alimentação
Pagamento por serviço prestado (freelance),5687.37,Receitas
Despesa - Condomínio Edifício Bela Vista (unidade próxima),5288.4,Moradia
Pagamento de décimo terceiro salário,2093.27,Receitas
Depósito de salário,8900.74,Receitas
Depósito de salário,9413.37,Receitas
Transação - Tesouro Direto - Aplicação (uso pessoal),4630.3,Investimentos
Salário mensal - Contador,9365.84,Receitas
Pagamento - Americanas (unidade próxima),1123.14,Compras
Serviço prestado - Salão de Beleza Charme (compra à vista),128.07,Serviços
Depósito de salário,8746.05,Receitas
Consumo em Despachante Rápido (loja shopping),50.36,Outros
Despesa - Clínica Odontológica Sorriso (compra à vista),469.74,Saúde
Despesa - QuintoAndar - Aluguel,5061.89,Moradia
Pagamento - Ônibus Urbano (pedido via app),423.1,Transporte
Serviço prestado - Riachuelo (parcelado em 6x),1049.42,Compras
Compra online - Riachuelo (uso pessoal),1864.61,Compras
Transação - QuintoAndar - Aluguel (unidade próxima),3406.72,Moradia
Compra em Posto BR Mania,104.27,Transporte
Débito - C&A (via cartão),1440.23,Compras
Despesa - Condomínio Edifício Bela Vista (compra do mês),3078.34,Moradia
Débito - Posto BR Mania (unidade centro),490.11,Transporte
Pagamento de conta - Udemy (unidade próxima),1982.38,Educação
Pagamento de fatura - Sushi House (unidade próxima),863.79,Alimentação
Pagamento de conta - 99 (via cartão),45.73,Transporte
Transação - Petrobras (unidade centro),491.92,Transporte
Mensalidade - Faculdade Anhanguera (fatura do mês),1200.22,Educação
Pagamento de conta - Consultório Dentário Dr. Souza (parcelado em 3x),1019.73,Saúde
Venda online - Marketplace,2532.65,Receitas
Pagamento de conta - Padaria Estrela (via cartão),359.49,Alimentação
Despesa - Studio de Manicure Nail Art (pedido via app),61.31,Serviços
Restituição de Imposto de Renda,3690.59,Receitas
Pagamento de fatura - Ingresso.com - Show (unidade próxima),132.53,Lazer
Transação - Bar do Zé (via cartão),37.01,Lazer
Aluguel recebido - imóvel próprio,1328.13,Receitas
Pagamento - Bar do Zé (compra à vista),1000.47,Lazer
Renovação de assinatura - Bradesco Seguros (renovação do plano),302.78,Serviços
Despesa - Bilhete Único (pedido via app),496.74,Transporte
Compra em Rappi (via cartão),490.12,Alimentação
Compra online - QuintoAndar - Aluguel (pedido via app),589.77,Moradia
Pagamento de salário - Maio,9139.08,Receitas
Assinatura mensal - Colégio Anglo,2191.13,Educação
Pagamento de fatura - Restaurante Prato Feito (pedido via app),619.98,Alimentação
Compra online - QuintoAndar - Aluguel (via cartão),401.62,Moradia
Compra online - Coffee Lab (loja shopping),181.59,Alimentação
Pagamento de fatura - Posto BR Mania (uso pessoal),142.47,Transporte
Consumo em Americanas (unidade próxima),1315.72,Compras
Dividendos - Ações B3,1199.65,Receitas
Transação - Fast Shop (compra à vista),2356.63,Compras
Consumo em Telhanorte (unidade centro),3895.75,Moradia
Rendimento de investimento - CDB,2289.62,Receitas
Consumo em IPTU (unidade centro),4549.96,Impostos
Despesa - Borracharia Central (compra à vista),343.98,Transporte
Pagamento - Coffee Lab,208.61,Alimentação
Consumo em Fast Shop (compra à vista),1938.38,Compras
Salário mensal - Corretor de Imóveis,7187.3,Receitas
Pagamento de fatura - Rappi (via cartão),458.11,Alimentação
Transação - Starbucks (via cartão),660.51,Alimentação
Compra em Borracharia Central (compra à vista),452.65,Transporte
13º salário - segunda parcela,7197.83,Receitas
Depósito de salário,7184.97,Receitas
Compra em Bob's (compra à vista),150.02,Alimentação
Débito - Kabum (unidade próxima),604.52,Compras
Compra online - Udemy (compra do mês),367.46,Educação
Pagamento - Açougue Casa da Carne,201.28,Alimentação
Consumo em Bilhete Único (uso pessoal),15.01,Transporte
Serviço prestado - Decolar.com (parcelado em 10x),1386.06,Lazer
Pagamento de conta - Pague Menos (unidade centro),139.15,Saúde
Pagamento - Casas Bahia (unidade centro),1083.55,Compras
Transação - Neoenergia (loja shopping),3924.41,Moradia
Débito - Coffee Lab,33.87,Alimentação
Consumo em Correios (loja shopping),129.62,Serviços
Despesa - Americanas (pedido via app),1527.42,Compras
Pagamento de conta - C&C Casa e Construção (uso pessoal),4726.56,Moradia
Serviço prestado - Casas Bahia (uso pessoal),109.34,Compras
Consumo em Salão de Beleza Charme (compra do mês),394.02,Serviços
Salário mensal - Farmacêutico,7000.42,Receitas
Pagamento de salário - Novembro,7077.68,Receitas
Transação - Papelaria Central (uso pessoal),1379.65,Educação
Consumo em Clínica Odontológica Sorriso (pedido via app),1099.35,Saúde
Débito - Renner (via cartão),1441.23,Compras
Consumo em Decolar.com (compra do mês),1372.79,Lazer
Pagamento de salário - Dezembro,7587.05,Receitas
Pagamento - Starbucks (pedido via app),44.99,Alimentação
Pagamento de conta - Sympla - Evento (parcelado em 2x),145.27,Lazer
Pagamento de salário - Janeiro,7175.87,Receitas
Compra em Cafeteria do Bairro (pedido via app),564.04,Alimentação
Despesa - Decolar.com (parcelado em 3x),844.79,Lazer
Débito - Fast Shop (uso pessoal),605.47,Compras
Transação - Ônibus Urbano,322.79,Transporte
PIX - recebimento,2479.14,Receitas
Pagamento de fatura - QuintoAndar - Aluguel (unidade centro),1432.48,Moradia
Compra em Metrô (loja shopping),406.91,Transporte
Pagamento por serviço prestado (freelance),3535.3,Receitas
Consumo em Taxa Municipal (uso pessoal),3202.51,Impostos
Compra online - Shopee (unidade próxima),768.03,Compras
Pagamento de décimo terceiro salário,5748.14,Receitas
Despesa - Renner (compra à vista),382.43,Compras
Transação - Posto BR Mania (via cartão),222.48,Transporte
Débito - Padaria e Confeitaria Doce Vida (uso pessoal),653.48,Alimentação
Consumo em CPFL Energia (unidade centro),4887.65,Moradia
Dividendos - Ações B3,1567.94,Receitas
Débito - Subway (via cartão),52.26,Alimentação
Pagamento de conta - Casas Bahia (compra à vista),224.68,Compras
Pagamento - Droga Raia,1256.02,Saúde
Compra online - 99,73.11,Transporte
Recebimento de dividendos,342.93,Receitas
Salário mensal - Estudante,1386.58,Receitas
Compra em Cobasi,493.59,Pets
Transação - Rappi (unidade próxima),286.08,Alimentação
Depósito de salário,1356.72,Receitas
Compra online - Salão de Beleza Charme (unidade centro),340.39,Serviços
Pagamento - Decolar.com,619.95,Lazer
Transação - Bar do Zé (compra à vista),1131.89,Lazer
Consumo em QuintoAndar - Aluguel (unidade próxima),5571.17,Moradia
Salário mensal - Estudante,1421.89,Receitas
Compra online - Imposto de Renda - DARF (via cartão),4159.05,Impostos
Despesa - Pague Menos (uso pessoal),886.8,Saúde
Compra em Bob's (loja shopping),461.03,Alimentação
Pagamento de conta - Restaurante Cantina Italiana (pedido via app),719.6,Alimentação
Pagamento - InDriver (unidade centro),78.54,Transporte
Serviço prestado - Ipiranga (via cartão),398.55,Transporte
Pagamento - Consultório Dentário Dr. Souza (compra do mês),742.54,Saúde
PIX - recebimento,2815.43,Receitas
PIX - recebimento,2548.16,Receitas
Pagamento de fatura - Ingresso.com - Show,1385.65,Lazer
Compra em Oficina Mecânica Silva,206.4,Transporte
Débito - Padaria Pão Quente (pedido via app),781.81,Alimentação
Salário mensal - Estudante,1357.18,Receitas
Débito automático - Netflix (via cartão cadastrado),45.53,Lazer
Pagamento de salário - Janeiro,1475.33,Receitas
Depósito de salário,1442.52,Receitas
Pagamento de fatura - Fast Shop (compra à vista),602.49,Compras
Recebimento por venda,3730.61,Receitas
Pagamento de fatura - Estapar Estacionamento (compra à vista),222.49,Transporte
Consumo em BTG Pactual - Aporte (pedido via app),1947.94,Investimentos
Serviço prestado - Decolar.com,208.13,Lazer
Pagamento de conta - Oficina Mecânica Silva (compra à vista),387.16,Transporte
Pagamento de salário - Março,1464.18,Receitas
Consumo em Carrefour (compra à vista),362.09,Alimentação
Transação - Riachuelo (compra à vista),1475.27,Compras
Compra em Oficina Mecânica Silva (loja shopping),331.29,Transporte
Compra em InDriver (compra do mês),40.4,Transporte
Serviço prestado - Sympla - Evento (unidade centro),67.64,Lazer
Serviço prestado - Fundo Imobiliário - Aporte (loja shopping),1687.56,Investimentos
Mensalidade - Claro (renovação do plano),108.21,Serviços
Compra online - Rico Investimentos - Aporte (compra à vista),2383.87,Investimentos
Serviço prestado - Bilhete Único (uso pessoal),164.78,Transporte
Serviço prestado - Posto BR Mania (via cartão),209.5,Transporte
Compra online - Aluguel Residencial (uso pessoal),691.95,Moradia
Despesa - QuintoAndar - Aluguel (compra do mês),5378.78,Moradia
Recebimento de dividendos,228.72,Receitas
Débito - Ingresso.com - Show (compra do mês),928.49,Lazer
PIX - recebimento,1421.81,Receitas
Serviço prestado - BTG Pactual - Aporte,3432.67,Investimentos
Transação - Habib's (uso pessoal),470.74,Alimentação
Salário mensal - Estudante,1398.84,Receitas
Pagamento - Bob's (via cartão),656.11,Alimentação
Pagamento por serviço prestado (freelance),2098.05,Receitas
Débito - Bar do Zé (parcelado em 5x),1441.12,Lazer
Pagamento de conta - Casas Bahia (loja shopping),911.57,Compras
Restituição - Receita Federal,5702.27,Receitas
Compra online - Studio de Manicure Nail Art (unidade próxima),229.31,Serviços
Despesa - Boteco da Esquina (compra do mês),962.03,Lazer
Despesa - Despachante Rápido (pedido via app),737.17,Outros
Débito automático - SulAmérica Saúde,877.88,Saúde
Débito - Clínica Odontológica Sorriso (parcelado em 5x),534.08,Saúde
Débito - Oi Fibra,4142.02,Moradia
Pagamento de fatura - Mercado Livre (unidade centro),702.9,Compras
Pagamento de conta - Subway (compra do mês),568.23,Alimentação
Débito - Atacadão (uso pessoal),591.53,Alimentação
Débito automático - Claro,102.63,Serviços
Pagamento de fatura - Pub Cervejaria Artesanal,450.99,Lazer
Débito automático - Bluefit,176.83,Saúde
Pagamento - Latam Viagens (parcelado em 3x),1050.54,Lazer
Compra em CDB Banco Inter (loja shopping),1738.06,Investimentos
Depósito de salário,4417.68,Receitas
Consumo em Papelaria Central (pedido via app),113.52,Educação
Dividendos - Ações B3,2256.24,Receitas
Consumo em Borracharia Central (unidade próxima),38.2,Transporte
PIX - recebimento,1612.48,Receitas
Pagamento de conta - Doação ONG (compra do mês),537.59,Outros
Transação - Fast Shop (uso pessoal),1233.54,Compras
Aluguel recebido - imóvel próprio,3160.99,Receitas
Pagamento de salário - Julho,4429.0,Receitas
Depósito de salário,3560.69,Receitas
Aluguel recebido - imóvel próprio,3521.73,Receitas
Venda de produto usado,1145.47,Receitas
Pagamento de salário - Setembro,3415.32,Receitas
Pagamento - Tesouro Direto - Aplicação (via cartão),2721.64,Investimentos
Bônus anual da empresa,7801.23,Receitas
Renovação de assinatura - SulAmérica Saúde (via cartão cadastrado),480.25,Saúde
Renovação de assinatura - HBO Max (renovação do plano),30.89,Lazer
Pagamento de fatura - Vivo Fibra (compra do mês),4457.85,Moradia
Consumo em Magazine Luiza (parcelado em 4x),1192.76,Compras
Débito - Coffee Lab (compra do mês),400.91,Alimentação
Consumo em Hortifruti Sabor da Terra (compra à vista),142.37,Alimentação
Pagamento - Hotmart - Curso Online (compra à vista),512.28,Educação
Compra online - AliExpress (compra do mês),1030.18,Compras
Pagamento de fatura - Droga Raia (pedido via app),251.8,Saúde
Transação - Zona Azul (unidade próxima),488.58,Transporte
Pagamento de conta - Livraria Cultura (via cartão),1377.9,Educação
Salário mensal - Cabeleireiro,3281.26,Receitas
Serviço prestado - AliExpress (via cartão),1125.52,Compras
Pagamento de fatura - Uber Eats (compra à vista),573.83,Alimentação
Pagamento - Americanas (unidade próxima),1974.33,Compras
13º salário - segunda parcela,2869.52,Receitas
Pagamento de fatura - Uber Eats (uso pessoal),704.79,Alimentação
Transação - Pub Cervejaria Artesanal (uso pessoal),912.49,Lazer
Cobrança recorrente - Microsoft 365 (via cartão cadastrado),324.57,Serviços
Pagamento - Ipiranga (loja shopping),272.9,Transporte
Pagamento de conta - Starbucks (compra do mês),779.75,Alimentação
Pagamento de fatura - UCI Cinemas (unidade próxima),1319.51,Lazer
Pagamento - Zona Azul (unidade centro),179.78,Transporte
Pagamento de salário - Junho,3530.13,Receitas
Pagamento de conta - Aluguel Residencial (loja shopping),2732.59,Moradia
Compra em Clínica Odontológica Sorriso,22.97,Saúde
Compra em Sushi House (unidade próxima),853.96,Alimentação
Restituição de Imposto de Renda,3511.65,Receitas
Débito - Riachuelo (via cartão),899.9,Compras
Pagamento de décimo terceiro salário,4200.55,Receitas
Serviço prestado - Pub Cervejaria Artesanal (uso pessoal),455.62,Lazer
Despesa - UCI Cinemas (compra à vista),29.93,Lazer
Freelance - projeto 13,3473.95,Receitas
Transação - Oficina Mecânica Silva (unidade próxima),459.4,Transporte
Compra em Casas Bahia (compra à vista),1732.93,Compras
Salário mensal - Corretor de Imóveis,6269.37,Receitas
Pagamento de fatura - Oi Fibra (compra do mês),4302.65,Moradia
Restituição de Imposto de Renda,2084.28,Receitas
Pagamento - Metrô (uso pessoal),58.96,Transporte
Transação - Habib's,730.46,Alimentação
Compra online - Pub Cervejaria Artesanal (unidade centro),1019.69,Lazer
Pagamento - Churrascaria Boi na Brasa (compra à vista),253.7,Alimentação
Compra online - Fast Shop (loja shopping),1027.11,Compras
Transação - Fundo Imobiliário - Aporte (unidade próxima),2155.77,Investimentos
Compra em Casas Bahia (pedido via app),1934.73,Compras
Mensalidade - Microsoft 365 (fatura do mês),365.19,Serviços
Pagamento - Ônibus Urbano (pedido via app),362.41,Transporte
Compra online - Embasa (uso pessoal),3189.52,Moradia
Pagamento de conta - Latam Viagens (compra à vista),357.45,Lazer
Transação - Decolar.com (unidade próxima),512.69,Lazer
Depósito de salário,6255.81,Receitas
Compra em Açougue Casa da Carne (unidade próxima),45.58,Alimentação
Serviço prestado - Borracharia Central (compra do mês),347.81,Transporte
Transação - Sushi House (compra do mês),409.87,Alimentação
Pagamento de salário - Junho,6642.07,Receitas
Recebimento por venda,2011.78,Receitas
Débito - McDonald's (compra do mês),340.8,Alimentação
Pagamento de fatura - Auto Center Roda Viva (compra à vista),69.11,Transporte
Pagamento de salário - Setembro,13147.49,Receitas
Pagamento de conta - Estacionamento Multipark (loja shopping),479.02,Transporte
Consumo em CDB Banco Inter (unidade centro),2358.94,Investimentos
Serviço prestado - Pizzaria Forno a Lenha (unidade próxima),723.32,Alimentação
Depósito de salário,13359.1,Receitas
Despesa - Habib's (pedido via app),191.49,Alimentação
Pagamento de conta - Imobiliária Lopes - Aluguel (via cartão),5842.36,Moradia
Compra online - C&A (compra à vista),1278.62,Compras
Pagamento de conta - Taxa Municipal (compra à vista),3755.93,Impostos
Transação - Sabesp (loja shopping),4130.17,Moradia
Pagamento de fatura - Cafeteria do Bairro (unidade centro),340.6,Alimentação
Recebimento de aluguel de imóvel,2515.31,Receitas
Pagamento de conta - Padaria Pão Quente (via cartão),97.54,Alimentação
Pagamento de conta - Auto Center Roda Viva (uso pessoal),23.98,Transporte
Transação - Renner (uso pessoal),151.08,Compras
Pagamento de conta - Habib's (loja shopping),537.38,Alimentação
Pagamento de conta - Neoenergia (via cartão),4459.69,Moradia
Pagamento de conta - Ingresso.com - Show,1617.17,Lazer
Transação - Estapar Estacionamento (loja shopping),182.59,Transporte
Renovação de assinatura - Claro,53.35,Serviços
Serviço prestado - Correios,419.61,Serviços
Compra online - Uber Eats (unidade próxima),440.19,Alimentação
Compra em Açougue Boi Gordo,31.65,Alimentação
Rendimento de investimento - Tesouro Direto,3824.76,Receitas
Mensalidade - Oi,96.11,Serviços
Salário mensal - Jornalista,3030.5,Receitas
Pagamento - Coffee Lab (uso pessoal),196.92,Alimentação
Assinatura mensal - Colégio Anglo,863.27,Educação
Pagamento de fatura - CPFL Energia (compra à vista),2705.82,Moradia
Pagamento de fatura - Ultragaz (loja shopping),2890.74,Moradia
Despesa - VLT (compra à vista),283.88,Transporte
Consumo em Condomínio Edifício Bela Vista (loja shopping),2511.0,Moradia
Compra em Hospital Veterinário Pet Care (uso pessoal),316.06,Pets
Compra em Amazon (parcelado em 8x),1434.16,Compras
Aluguel recebido - imóvel próprio,4301.8,Receitas
Compra em Padaria e Confeitaria Doce Vida (compra do mês),651.87,Alimentação
Restituição - Receita Federal,5807.41,Receitas
Compra online - Bilhete Único (compra à vista),489.6,Transporte
