usuario_id,idade,sexo,estado_civil,dependentes,cidade,estado,profissao,escolaridade,renda_mensal,outras_rendas,nivel_endividamento,score_credito,saldo_medio_conta,limite_cartao,frequencia_poupanca,percentual_renda_investida,tempo_emprego_anos,possui_financiamento,possui_imovel,possui_veiculo,perfil_financeiro
602,40,Masculino,Casado,4,Campinas,SP,Pedreiro,Fundamental,3758.63,0.0,15.89,700,6939.28,5633.32,Frequentemente,13.14,0.4,Não,Sim,Sim,Saudável
603,57,Masculino,União Estável,1,Blumenau,SC,Vendedor,Médio,3901.17,0.0,7.89,986,10273.72,10239.74,Frequentemente,23.98,1.4,Não,Sim,Não,Saudável
604,42,Masculino,União Estável,0,Vitória,ES,Engenheiro Civil,Superior,16135.56,0.0,5.83,916,12839.81,47156.15,Sempre,24.93,2.3,Sim,Sim,Sim,Saudável
605,75,Feminino,União Estável,1,Niterói,RJ,Jornalista,Superior,5587.84,0.0,18.35,856,8371.08,9765.78,Às vezes,10.0,34.9,Não,Sim,Sim,Saudável
606,55,Feminino,União Estável,1,Rio de Janeiro,RJ,Professor,Superior,4718.53,0.0,47.16,615,2533.87,2566.95,Raramente,6.41,11.0,Sim,Não,Não,Em observação
607,45,Masculino,Solteiro,2,Juiz de Fora,MG,Analista Financeiro,Superior,8973.87,2573.71,9.37,700,18331.01,22284.27,Frequentemente,21.72,12.1,Sim,Não,Não,Saudável
608,38,Masculino,Casado,2,Niterói,RJ,Analista de TI,Pós-graduação,7171.61,0.0,47.02,676,788.78,9285.14,Frequentemente,1.87,9.4,Sim,Não,Não,Em observação
609,26,Masculino,Casado,0,Feira de Santana,BA,Médico,Pós-graduação,19529.09,2675.44,29.31,630,2170.07,24173.81,Às vezes,3.87,7.8,Sim,Não,Sim,Em observação
610,18,Feminino,Divorciado,0,Vila Velha,ES,Técnico em Informática,Médio,5086.1,0.0,51.87,621,2388.73,3954.01,Raramente,2.93,0.0,Não,Não,Não,Em observação
611,27,Masculino,Casado,3,Campinas,SP,Professor,Superior,6606.46,2194.14,11.79,1000,18163.38,16412.15,Às vezes,26.97,9.0,Não,Não,Não,Saudável
612,41,Feminino,Casado,1,Cuiabá,MT,Gerente Comercial,Superior,5997.47,0.0,67.21,428,-107.61,2012.91,Raramente,0.0,9.0,Sim,Não,Não,Em risco
613,55,Masculino,União Estável,2,Recife,PE,Empresário,Superior,15150.38,351.87,45.33,529,7434.49,18593.21,Nunca,5.02,8.7,Não,Sim,Sim,Em observação
614,18,Feminino,Casado,0,Teresina,PI,Motoboy,Médio,3883.37,0.0,0.0,700,8332.86,11982.31,Frequentemente,10.0,0.0,Não,Não,Sim,Saudável
615,24,Masculino,Casado,3,Curitiba,PR,Recepcionista,Médio,1985.62,0.0,80.66,348,334.7,535.54,Nunca,0.19,2.9,Sim,Não,Não,Em risco
616,40,Masculino,Viúvo,3,Olinda,PE,Motorista,Médio,2042.04,156.57,88.81,396,355.21,698.88,Nunca,0.59,7.3,Sim,Não,Não,Em risco
617,25,Masculino,Solteiro,0,Vitória,ES,Motorista,Médio,3148.29,0.0,16.36,742,2850.17,5667.11,Frequentemente,20.96,6.5,Não,Não,Sim,Saudável
618,29,Masculino,Casado,0,Rio de Janeiro,RJ,Designer Gráfico,Superior,7380.41,1986.9,0.0,732,15215.14,12016.08,Frequentemente,19.26,6.6,Sim,Sim,Sim,Saudável
619,43,Feminino,Solteiro,1,Blumenau,SC,Eletricista,Médio,3045.96,0.0,65.99,427,194.15,1216.33,Às vezes,1.88,6.3,Sim,Sim,Não,Em risco
620,31,Feminino,Divorciado,0,Uberlândia,MG,Enfermeiro,Superior,5668.18,0.0,25.0,544,2330.76,4783.5,Raramente,7.54,5.6,Não,Não,Sim,Em observação
621,49,Feminino,União Estável,3,Palmas,TO,Autônomo,Superior,6485.06,669.22,9.9,803,3953.44,11334.22,Frequentemente,26.08,4.3,Não,Sim,Não,Saudável
622,44,Masculino,Casado,2,Vitória,ES,Farmacêutico,Médio,7254.2,893.92,22.45,779,20014.55,13775.51,Sempre,29.63,6.5,Não,Não,Sim,Saudável
623,36,Masculino,Casado,0,Cuiabá,MT,Corretor de Imóveis,Médio,6545.78,0.0,47.44,681,2832.94,8231.27,Raramente,4.67,0.8,Não,Não,Não,Em observação
624,36,Feminino,Casado,1,Manaus,AM,Contador,Superior,8222.67,0.0,39.78,640,3933.65,7031.17,Às vezes,3.66,8.6,Sim,Não,Sim,Em observação
625,41,Feminino,Casado,1,Blumenau,SC,Cozinheiro,Superior,2713.17,0.0,50.33,577,379.9,1651.36,Às vezes,3.07,22.2,Sim,Não,Não,Em observação
626,60,Feminino,União Estável,1,Manaus,AM,Designer Gráfico,Superior,6793.37,0.0,42.48,543,3196.56,3454.67,Às vezes,5.21,22.0,Sim,Não,Sim,Em observação
627,38,Masculino,União Estável,3,Campo Grande,MS,Técnico em Informática,Médio,4771.6,0.0,52.12,614,1064.75,4715.81,Às vezes,1.0,18.8,Não,Não,Sim,Em observação
628,35,Masculino,Solteiro,1,Campinas,SP,Analista Financeiro,Superior,11378.4,0.0,42.19,579,3060.02,17017.5,Frequentemente,3.32,1.5,Sim,Não,Sim,Em observação
629,36,Feminino,Casado,0,Vila Velha,ES,Gerente Comercial,Superior,16981.75,0.0,12.26,749,32973.65,45039.2,Frequentemente,23.44,11.5,Não,Sim,Sim,Saudável
630,23,Feminino,Solteiro,0,Belém,PA,Recepcionista,Médio,3324.08,0.0,13.92,893,4142.1,6752.56,Sempre,19.83,3.3,Não,Sim,Não,Saudável
631,46,Masculino,Solteiro,1,Pelotas,RS,Motorista,Médio,3711.88,0.0,36.87,514,457.02,4298.59,Frequentemente,2.31,21.5,Sim,Não,Não,Em observação
632,43,Masculino,Casado,0,Anápolis,GO,Professor,Superior,2773.02,0.0,66.08,406,385.78,630.6,Raramente,0.22,14.1,Sim,Sim,Não,Em risco
633,34,Masculino,União Estável,1,Campo Grande,MS,Autônomo,Médio,6651.7,0.0,31.33,640,1109.71,9253.02,Às vezes,7.57,7.2,Sim,Não,Não,Em observação
634,45,Feminino,Casado,2,Belém,PA,Técnico em Informática,Médio,4558.26,0.0,40.58,663,2614.22,6398.94,Raramente,12.0,11.6,Não,Sim,Não,Em observação
635,53,Feminino,Solteiro,1,Maceió,AL,Eletricista,Médio,4273.06,1180.7,9.96,791,3382.02,7577.5,Sempre,10.0,22.7,Sim,Não,Não,Saudável
636,37,Feminino,Viúvo,2,Pelotas,RS,Recepcionista,Médio,2696.53,286.61,40.3,557,1433.05,3361.45,Às vezes,5.69,6.7,Não,Não,Não,Em observação
637,38,Feminino,Solteiro,2,Palmas,TO,Desenvolvedor de Software,Superior,9588.99,0.0,52.96,561,5118.39,8501.46,Raramente,9.6,8.1,Sim,Não,Sim,Em observação
638,35,Masculino,Solteiro,1,Manaus,AM,Jornalista,Superior,6404.74,0.0,11.54,821,8674.34,13044.78,Sempre,29.66,12.9,Não,Não,Sim,Saudável
639,55,Masculino,Casado,1,Duque de Caxias,RJ,Analista de TI,Superior,12931.59,3832.11,1.33,979,15427.85,18108.61,Frequentemente,17.14,0.6,Não,Não,Sim,Saudável
640,29,Feminino,Viúvo,1,João Pessoa,PB,Técnico em Informática,Médio,5100.57,0.0,41.26,636,3311.48,6082.97,Às vezes,4.7,4.3,Não,Não,Não,Em observação
641,27,Feminino,União Estável,0,Vila Velha,ES,Designer Gráfico,Superior,6167.88,0.0,9.11,914,10948.13,10093.98,Às vezes,10.82,5.0,Não,Sim,Não,Saudável
642,29,Masculino,Solteiro,2,Campo Grande,MS,Corretor de Imóveis,Médio,9849.1,2178.85,11.6,754,15969.19,30082.6,Sempre,12.72,1.6,Sim,Sim,Sim,Saudável
643,26,Masculino,União Estável,4,Campinas,SP,Estudante,Médio,1444.04,331.7,9.11,757,1521.33,2896.03,Às vezes,30.06,2.3,Não,Não,Sim,Saudável
644,37,Masculino,Casado,1,Niterói,RJ,Médico,Médio,23453.18,6415.38,19.86,746,29900.46,50435.01,Frequentemente,24.04,12.5,Não,Sim,Sim,Saudável
645,25,Feminino,Solteiro,4,Juazeiro do Norte,CE,Aposentado,Pós-graduação,6427.28,638.85,3.73,788,11397.78,18741.89,Sempre,18.16,3.2,Sim,Não,Não,Saudável
646,61,Feminino,Casado,0,Duque de Caxias,RJ,Aposentado,Pós-graduação,2608.81,0.0,76.11,326,-96.41,410.01,Nunca,1.39,1.6,Sim,Não,Não,Em risco
647,29,Masculino,Viúvo,2,Olinda,PE,Desenvolvedor de Software,Fundamental,9077.47,844.3,36.53,649,4235.51,13233.97,Frequentemente,8.81,5.2,Não,Não,Não,Em observação
648,36,Masculino,Solteiro,1,Juazeiro do Norte,CE,Pedreiro,Fundamental,2353.99,0.0,27.96,518,706.19,2144.04,Sempre,4.85,2.2,Não,Não,Sim,Em observação
649,32,Feminino,Casado,1,Pelotas,RS,Funcionário Público,Superior,4618.2,0.0,70.13,356,833.74,2815.74,Nunca,1.66,5.5,Não,Não,Não,Em risco
650,54,Masculino,União Estável,1,Teresina,PI,Empresário,Médio,13450.86,0.0,38.09,673,2035.52,9280.06,Nunca,7.33,31.0,Não,Não,Não,Em observação
651,31,Masculino,Solteiro,3,Londrina,PR,Engenheiro Civil,Superior,18147.35,5032.21,18.76,739,32126.94,34726.63,Sempre,21.01,12.7,Não,Sim,Sim,Saudável
652,38,Masculino,União Estável,1,Campinas,SP,Analista Financeiro,Superior,8042.72,813.72,38.47,570,3612.81,11597.03,Às vezes,10.01,3.6,Sim,Sim,Não,Em observação
653,34,Feminino,Casado,1,Campo Grande,MS,Empresário,Superior,21064.43,0.0,35.99,480,5533.57,12085.31,Frequentemente,5.97,2.1,Não,Sim,Não,Em observação
654,28,Masculino,Divorciado,2,Porto Alegre,RS,Motorista,Fundamental,3113.5,0.0,55.72,576,1898.01,3622.99,Raramente,5.91,10.0,Não,Não,Não,Em observação
655,42,Feminino,Solteiro,4,Maceió,AL,Engenheiro Civil,Superior,11174.16,1488.58,43.22,494,5357.03,12538.76,Nunca,5.38,9.7,Sim,Sim,Não,Em observação
656,27,Feminino,Solteiro,0,Belo Horizonte,MG,Motorista,Médio,3419.89,0.0,10.78,784,4101.76,7859.97,Sempre,25.97,1.3,Não,Sim,Não,Saudável
657,41,Masculino,União Estável,1,Fortaleza,CE,Eletricista,Médio,6286.69,2139.63,13.96,788,6485.82,14435.75,Frequentemente,25.09,2.4,Não,Sim,Não,Saudável
658,34,Feminino,Casado,0,Belo Horizonte,MG,Designer Gráfico,Superior,6889.99,0.0,34.27,639,2461.99,5529.52,Raramente,5.69,9.0,Sim,Sim,Sim,Em observação
659,18,Feminino,Divorciado,1,Londrina,PR,Farmacêutico,Superior,4951.43,0.0,45.68,612,1358.28,6039.44,Nunca,5.5,0.0,Sim,Não,Não,Em observação
660,50,Feminino,União Estável,4,Palmas,TO,Cozinheiro,Médio,2619.33,354.06,38.19,565,1161.31,1519.08,Frequentemente,7.46,2.3,Sim,Não,Não,Em observação
661,29,Masculino,Casado,1,Belo Horizonte,MG,Vendedor,Médio,3178.07,271.13,39.15,661,1268.5,4654.39,Às vezes,3.75,10.2,Sim,Não,Sim,Em observação
662,20,Masculino,Casado,0,Juiz de Fora,MG,Funcionário Público,Superior,3811.43,0.0,90.54,411,579.78,998.44,Nunca,0.76,1.4,Sim,Não,Não,Em risco
663,34,Feminino,Casado,4,São Luís,MA,Autônomo,Médio,7606.37,0.0,51.9,700,4653.65,7387.13,Raramente,8.97,14.7,Não,Sim,Sim,Em observação
664,24,Masculino,Casado,3,Maceió,AL,Corretor de Imóveis,Médio,9203.9,0.0,10.12,792,20996.72,21738.03,Frequentemente,20.25,1.5,Sim,Sim,Sim,Saudável
665,50,Masculino,Casado,0,Blumenau,SC,Enfermeiro,Superior,5288.6,481.89,25.88,861,5343.2,8220.7,Sempre,26.3,21.8,Não,Sim,Sim,Saudável
666,47,Masculino,Solteiro,1,Vila Velha,ES,Eletricista,Médio,4485.23,373.69,8.73,743,10783.08,14313.34,Às vezes,25.51,24.1,Não,Não,Não,Saudável
667,30,Masculino,União Estável,0,São Paulo,SP,Estudante,Médio,2107.0,0.0,0.0,791,4107.51,3676.85,Frequentemente,32.0,1.5,Sim,Não,Não,Saudável
668,27,Masculino,Casado,4,Teresina,PI,Funcionário Público,Superior,13678.11,1402.72,13.62,1000,9057.4,16821.62,Às vezes,17.72,4.3,Não,Sim,Sim,Saudável
669,49,Feminino,Solteiro,0,Blumenau,SC,Empresário,Pós-graduação,23133.95,0.0,23.78,796,45851.53,53080.27,Frequentemente,13.72,19.6,Não,Sim,Sim,Saudável
670,18,Feminino,Viúvo,0,Niterói,RJ,Cozinheiro,Médio,4182.15,0.0,17.59,942,2858.9,10083.41,Frequentemente,26.82,0.0,Sim,Não,Não,Saudável
671,29,Masculino,Casado,1,Recife,PE,Desenvolvedor de Software,Superior,12902.41,0.0,10.97,1000,14366.45,39771.91,Frequentemente,11.56,5.4,Não,Não,Sim,Saudável
672,50,Feminino,Divorciado,0,Curitiba,PR,Jornalista,Superior,4978.73,0.0,60.94,410,188.98,1557.43,Raramente,1.51,25.3,Sim,Não,Não,Em risco
673,62,Feminino,Solteiro,0,Blumenau,SC,Técnico em Informática,Médio,4161.39,0.0,11.32,823,9681.49,9034.34,Frequentemente,11.56,19.3,Sim,Sim,Não,Saudável
674,36,Masculino,Divorciado,3,Feira de Santana,BA,Jornalista,Superior,5209.57,0.0,26.74,580,3300.48,6431.98,Às vezes,5.34,10.2,Não,Não,Não,Em observação
675,45,Masculino,Divorciado,4,Maceió,AL,Farmacêutico,Pós-graduação,5960.89,0.0,25.0,569,3142.92,5415.82,Nunca,6.68,17.1,Sim,Sim,Não,Em observação
676,25,Feminino,Divorciado,1,Vitória,ES,Médico,Médio,17731.36,0.0,89.63,385,3501.36,5314.9,Nunca,0.0,4.2,Sim,Sim,Sim,Em risco
677,37,Feminino,União Estável,1,Guarulhos,SP,Aposentado,Médio,4709.77,0.0,10.47,827,9034.22,6552.88,Frequentemente,25.94,11.8,Não,Sim,Não,Saudável
678,35,Masculino,União Estável,0,Niterói,RJ,Aposentado,Fundamental,4815.06,0.0,44.02,683,1411.63,4070.01,Às vezes,8.98,7.6,Sim,Sim,Sim,Em observação
679,37,Masculino,Solteiro,1,Pelotas,RS,Engenheiro de Produção,Superior,6655.6,0.0,80.38,435,-145.41,5247.58,Nunca,1.32,14.1,Sim,Não,Sim,Em risco
680,55,Feminino,Casado,0,Palmas,TO,Pedreiro,Fundamental,1960.62,0.0,75.03,376,299.99,508.08,Raramente,2.45,4.3,Sim,Não,Não,Em risco
681,43,Feminino,Divorciado,2,Porto Alegre,RS,Farmacêutico,Superior,3472.2,147.46,55.0,362,375.96,642.88,Raramente,1.72,10.3,Sim,Não,Não,Em risco
682,36,Feminino,Solteiro,3,Brasília,DF,Técnico em Informática,Médio,5652.04,0.0,8.14,843,9947.92,16965.93,Frequentemente,18.19,9.5,Não,Não,Não,Saudável
683,45,Feminino,União Estável,0,Fortaleza,CE,Corretor de Imóveis,Médio,12731.62,0.0,6.73,845,32042.95,36348.29,Frequentemente,22.8,4.4,Não,Sim,Sim,Saudável
684,40,Feminino,Solteiro,4,Natal,RN,Motoboy,Fundamental,2214.64,56.83,55.09,573,1405.46,1455.16,Raramente,7.07,13.2,Sim,Não,Não,Em observação
685,37,Feminino,Casado,2,Belém,PA,Cabeleireiro,Médio,3430.9,0.0,79.5,510,57.76,2065.89,Frequentemente,0.0,10.3,Sim,Não,Não,Em risco
686,18,Feminino,Solteiro,0,Uberlândia,MG,Corretor de Imóveis,Médio,9243.67,1282.3,38.16,563,955.32,9785.79,Sempre,5.05,0.0,Não,Não,Não,Em observação
687,28,Feminino,Casado,1,Fortaleza,CE,Farmacêutico,Superior,5563.88,0.0,35.87,621,3586.26,7542.23,Raramente,4.04,2.4,Sim,Sim,Não,Em observação
688,56,Masculino,Solteiro,0,Manaus,AM,Estudante,Médio,1814.63,0.0,17.62,725,2583.2,3165.02,Às vezes,16.34,29.9,Não,Sim,Sim,Saudável
689,28,Feminino,Solteiro,0,Belém,PA,Autônomo,Médio,5205.93,0.0,83.23,368,176.89,1270.07,Nunca,1.27,4.1,Não,Não,Não,Em risco
690,44,Feminino,União Estável,2,Niterói,RJ,Autônomo,Médio,10770.58,1189.44,4.49,793,29910.36,16321.49,Frequentemente,24.93,11.7,Não,Sim,Não,Saudável
691,60,Feminino,Divorciado,1,Goiânia,GO,Aposentado,Superior,5164.38,0.0,2.47,834,3242.44,6209.69,Frequentemente,18.54,6.7,Sim,Não,Sim,Saudável
692,27,Masculino,Casado,2,Niterói,RJ,Analista Financeiro,Superior,7651.68,0.0,35.94,627,1681.46,5986.8,Raramente,5.69,6.8,Não,Não,Não,Em observação
693,24,Feminino,Casado,1,Maceió,AL,Autônomo,Médio,6348.82,0.0,39.63,653,3712.34,7266.97,Às vezes,10.24,4.7,Sim,Não,Sim,Em observação
694,46,Feminino,Casado,0,Porto Alegre,RS,Estudante,Médio,2160.46,0.0,18.29,824,1874.96,5161.23,Frequentemente,20.28,15.7,Sim,Não,Sim,Saudável
695,46,Feminino,Solteiro,0,Juazeiro do Norte,CE,Técnico em Informática,Médio,5683.14,0.0,15.83,835,14430.78,14079.4,Frequentemente,20.74,2.2,Não,Sim,Não,Saudável
696,58,Masculino,Solteiro,1,Blumenau,SC,Gerente Comercial,Superior,11309.94,0.0,25.0,660,3937.44,13164.87,Frequentemente,4.77,31.2,Não,Sim,Sim,Em observação
697,27,Masculino,Casado,0,Santos,SP,Desenvolvedor de Software,Superior,10531.27,0.0,5.27,865,23357.42,30743.81,Sempre,13.79,3.1,Sim,Sim,Sim,Saudável
698,39,Masculino,Casado,0,Florianópolis,SC,Analista de TI,Superior,6538.88,0.0,47.32,696,1428.3,8461.97,Frequentemente,6.92,16.4,Sim,Não,Não,Em observação
699,25,Feminino,Solteiro,2,Vila Velha,ES,Aposentado,Médio,6744.5,0.0,0.0,722,8276.98,14231.59,Frequentemente,17.64,5.9,Não,Sim,Não,Saudável
700,30,Masculino,Casado,2,Maringá,PR,Corretor de Imóveis,Superior,8148.02,530.07,47.54,619,2254.48,4997.35,Nunca,7.93,7.6,Sim,Sim,Sim,Em observação
701,28,Masculino,Divorciado,0,Feira de Santana,BA,Professor,Superior,5456.38,0.0,49.13,553,1177.11,5856.87,Frequentemente,10.38,1.9,Não,Não,Não,Em observação
702,56,Masculino,Divorciado,2,Goiânia,GO,Recepcionista,Médio,3155.41,300.51,16.23,826,3690.43,8548.15,Sempre,13.22,30.7,Sim,Sim,Não,Saudável
703,18,Feminino,Solteiro,0,Olinda,PE,Analista Financeiro,Superior,11477.91,994.28,8.53,908,8362.21,26634.95,Às vezes,25.99,0.0,Não,Não,Não,Saudável
704,43,Masculino,Solteiro,0,Niterói,RJ,Corretor de Imóveis,Médio,10189.48,2430.69,15.04,781,16606.14,16976.69,Frequentemente,15.61,19.5,Não,Não,Sim,Saudável
705,21,Masculino,Solteiro,0,Rio de Janeiro,RJ,Advogado,Pós-graduação,19662.64,0.0,11.63,790,13021.13,28985.4,Às vezes,13.3,2.6,Sim,Sim,Sim,Saudável
706,34,Feminino,Solteiro,1,Vila Velha,ES,Analista de TI,Superior,5889.41,0.0,79.6,475,509.0,3470.87,Às vezes,1.28,4.0,Sim,Não,Sim,Em risco
707,30,Feminino,Solteiro,3,Belo Horizonte,MG,Veterinário,Superior,9980.35,1940.25,0.0,890,8978.15,16974.04,Frequentemente,21.83,0.5,Não,Não,Sim,Saudável
708,21,Feminino,Divorciado,1,Rio de Janeiro,RJ,Vendedor,Médio,2406.61,0.0,63.79,510,141.38,1302.23,Nunca,0.62,0.1,Não,Não,Não,Em risco
709,35,Masculino,Solteiro,1,Duque de Caxias,RJ,Médico,Pós-graduação,24958.36,0.0,0.0,841,67765.66,51262.78,Frequentemente,18.98,9.9,Sim,Sim,Sim,Saudável
710,27,Feminino,Solteiro,1,Uberlândia,MG,Autônomo,Médio,5804.11,0.0,37.54,651,3513.63,5459.66,Raramente,2.11,8.5,Sim,Não,Não,Em observação
711,35,Feminino,União Estável,3,Juiz de Fora,MG,Professor,Superior,2422.34,111.83,61.04,374,409.89,1257.82,Nunca,0.0,8.8,Sim,Não,Não,Em risco
712,41,Masculino,Casado,1,Curitiba,PR,Aposentado,Médio,4981.17,319.86,39.08,609,2320.54,6395.77,Frequentemente,2.29,1.8,Sim,Não,Não,Em observação
713,56,Masculino,Solteiro,2,Juiz de Fora,MG,Cabeleireiro,Médio,4468.25,0.0,50.07,552,726.83,2646.75,Raramente,12.0,33.4,Sim,Não,Não,Em observação
714,22,Masculino,Solteiro,0,Porto Alegre,RS,Professor,Médio,4833.57,0.0,40.61,677,2645.01,6597.54,Frequentemente,11.64,4.0,Não,Não,Sim,Em observação
715,37,Feminino,Casado,0,Campo Grande,MS,Analista Financeiro,Superior,11231.25,0.0,20.38,802,17274.31,34580.59,Frequentemente,22.42,8.8,Não,Sim,Sim,Saudável
716,35,Masculino,Casado,0,Fortaleza,CE,Gerente Comercial,Superior,9276.68,0.0,91.69,425,-332.53,2494.67,Nunca,2.18,3.7,Sim,Não,Sim,Em risco
717,41,Feminino,Viúvo,0,Niterói,RJ,Vendedor,Médio,2466.55,0.0,55.0,419,56.93,1096.46,Raramente,1.64,10.1,Não,Não,Sim,Em risco
718,32,Masculino,Casado,0,Cuiabá,MT,Enfermeiro,Fundamental,3757.52,0.0,57.03,382,-154.85,1006.59,Raramente,0.92,2.7,Sim,Não,Não,Em risco
719,37,Feminino,União Estável,1,Olinda,PE,Engenheiro de Produção,Superior,11149.02,0.0,10.62,806,29751.33,28829.34,Sempre,14.78,0.9,Não,Não,Sim,Saudável
720,36,Feminino,Casado,4,Manaus,AM,Enfermeiro,Superior,5970.94,0.0,44.55,567,2454.33,7171.31,Às vezes,4.83,18.0,Sim,Não,Não,Em observação
721,18,Masculino,Casado,1,Pelotas,RS,Estudante,Médio,1412.0,0.0,88.11,429,-69.36,251.36,Nunca,2.35,0.0,Sim,Não,Não,Em risco
722,43,Feminino,Casado,2,Cuiabá,MT,Professor,Superior,5831.72,0.0,25.91,868,14271.23,11966.7,Frequentemente,20.81,14.6,Sim,Não,Não,Saudável
723,36,Outro,Casado,0,Goiânia,GO,Cabeleireiro,Médio,4999.95,661.85,17.0,908,6170.33,7943.18,Sempre,16.06,11.4,Não,Não,Não,Saudável
724,41,Feminino,Viúvo,0,São Luís,MA,Empresário,Superior,19336.14,0.0,45.39,598,10621.97,23569.15,Frequentemente,7.49,6.6,Não,Sim,Sim,Em observação
725,25,Feminino,Solteiro,4,Joinville,SC,Jornalista,Superior,6383.64,0.0,46.66,514,1888.6,4384.43,Raramente,4.79,7.0,Não,Sim,Sim,Em observação
726,32,Feminino,Solteiro,0,São Paulo,SP,Motorista,Médio,2777.53,0.0,55.0,448,130.0,2184.05,Às vezes,1.92,1.9,Sim,Sim,Não,Em risco
727,46,Feminino,Casado,4,Manaus,AM,Funcionário Público,Superior,10410.36,0.0,30.0,797,7767.34,23981.89,Às vezes,20.73,5.0,Sim,Sim,Não,Saudável
728,45,Feminino,Casado,1,Belém,PA,Empresário,Fundamental,14162.84,0.0,62.12,356,-383.68,3237.5,Raramente,0.0,11.3,Não,Não,Sim,Em risco
729,23,Feminino,Solteiro,0,Maceió,AL,Eletricista,Médio,6289.32,579.12,6.97,1000,11293.59,8793.18,Frequentemente,25.7,2.4,Sim,Sim,Não,Saudável
730,41,Feminino,Casado,2,Niterói,RJ,Funcionário Público,Médio,10504.35,0.0,25.38,910,15990.14,18851.12,Frequentemente,24.86,1.1,Sim,Sim,Sim,Saudável
731,52,Feminino,União Estável,4,Manaus,AM,Cozinheiro,Médio,4138.97,0.0,12.1,792,3145.22,9675.41,Frequentemente,26.27,34.0,Não,Não,Sim,Saudável
732,73,Masculino,Casado,3,Rio de Janeiro,RJ,Enfermeiro,Superior,4044.59,0.0,80.75,388,662.64,2518.16,Nunca,0.96,10.2,Sim,Não,Não,Em risco
733,49,Feminino,Casado,4,Pelotas,RS,Desenvolvedor de Software,Superior,11882.52,0.0,44.17,581,2718.03,11324.63,Às vezes,8.77,8.7,Sim,Sim,Sim,Em observação
734,43,Feminino,Casado,4,Belo Horizonte,MG,Aposentado,Médio,5494.38,277.69,41.78,653,2586.92,4778.39,Raramente,8.83,12.6,Não,Não,Não,Em observação
735,22,Feminino,Solteiro,0,Londrina,PR,Médico,Pós-graduação,20009.14,495.31,31.09,625,5582.71,24712.5,Às vezes,3.76,4.0,Não,Sim,Sim,Em observação
736,32,Feminino,Casado,2,São Paulo,SP,Engenheiro Civil,Superior,8060.98,0.0,63.56,504,446.05,6028.09,Raramente,1.11,3.9,Sim,Não,Não,Em risco
737,35,Feminino,Solteiro,1,João Pessoa,PB,Gerente Comercial,Superior,8992.61,821.98,48.66,538,1358.47,9608.43,Raramente,9.9,15.0,Não,Não,Não,Em observação
738,47,Masculino,Casado,0,Uberlândia,MG,Analista Financeiro,Superior,6143.89,0.0,75.9,427,460.93,1365.85,Nunca,0.0,15.5,Sim,Não,Sim,Em risco
739,19,Masculino,Solteiro,0,Belo Horizonte,MG,Jornalista,Superior,5086.98,0.0,58.0,603,1019.85,4285.12,Às vezes,5.74,0.8,Não,Não,Não,Em observação
740,27,Feminino,Divorciado,0,Feira de Santana,BA,Funcionário Público,Superior,8373.89,0.0,25.73,630,2846.78,9160.56,Raramente,11.53,5.0,Sim,Não,Sim,Em observação
741,42,Feminino,Casado,0,São Luís,MA,Pedreiro,Fundamental,3521.46,0.0,48.13,566,850.7,3238.28,Raramente,8.14,8.0,Sim,Não,Sim,Em observação
742,42,Feminino,Viúvo,0,Goiânia,GO,Desenvolvedor de Software,Superior,9786.1,0.0,14.75,759,18082.38,29345.37,Sempre,32.0,19.1,Não,Sim,Sim,Saudável
743,32,Feminino,Solteiro,1,Goiânia,GO,Engenheiro Civil,Superior,10453.57,1061.03,54.66,521,6156.58,5858.69,Raramente,3.85,7.2,Não,Sim,Sim,Em observação
744,32,Feminino,Solteiro,1,São Luís,MA,Recepcionista,Médio,2951.95,0.0,25.0,613,492.55,2174.09,Nunca,4.89,13.8,Sim,Não,Sim,Em observação
745,44,Masculino,Viúvo,2,São Paulo,SP,Desenvolvedor de Software,Fundamental,11866.58,3350.17,8.73,752,9936.99,36432.22,Frequentemente,12.88,10.6,Não,Não,Sim,Saudável
746,44,Feminino,Solteiro,2,Joinville,SC,Designer Gráfico,Superior,5412.56,0.0,79.73,356,931.38,2280.35,Raramente,1.39,3.5,Não,Não,Não,Em risco
747,34,Masculino,Solteiro,0,Guarulhos,SP,Técnico em Informática,Pós-graduação,5181.13,292.48,29.03,667,2392.53,5902.52,Às vezes,3.86,4.0,Não,Não,Sim,Em observação
748,20,Feminino,Casado,0,Pelotas,RS,Empresário,Superior,13343.18,0.0,45.11,548,7680.8,16867.64,Nunca,11.38,0.3,Não,Não,Não,Em observação
749,61,Feminino,Casado,3,Rio de Janeiro,RJ,Cozinheiro,Médio,1726.02,0.0,79.02,378,221.04,713.05,Às vezes,0.0,8.5,Sim,Não,Não,Em risco
750,54,Feminino,Casado,1,Santos,SP,Engenheiro Civil,Superior,15397.3,0.0,42.21,641,1932.27,17008.42,Às vezes,8.74,9.0,Não,Sim,Sim,Em observação
751,31,Masculino,Casado,3,Guarulhos,SP,Autônomo,Médio,10108.39,0.0,9.44,864,7915.67,30633.51,Frequentemente,10.0,4.2,Não,Sim,Sim,Saudável
752,52,Masculino,Solteiro,1,Recife,PE,Jornalista,Superior,5339.91,73.09,68.93,386,638.84,2978.53,Raramente,1.06,1.7,Não,Não,Não,Em risco
